"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score","success","gross_scale","budget_scale","imdb_score_scale"
"The Lovely Bones ",135,"Peter Jackson",0,"Michael Imperioli",873,"AJ Michalka",560,"Tom McCarthy",310,308,593,125109,2370,16000,"1970s|afterlife|heaven|pedophile|rape",1,"Color","Drama|Fantasy|Thriller",2009,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1",43982842,65000000,6.7,"0",0.0674389795217261,0.216666097444031,0.657534246575343
"Bless the Child ",107,"Chuck Russell",55,"Rufus Sewell",3000,"Jimmy Smits",941,"Angela Bettis",294,100,188,12093,4565,394,"easter|fbi|luminol|nurse|omen",0,"Color","Crime|Drama|Horror|Thriller",2000,"English","USA","R",2.35,"http://www.imdb.com/title/tt0163983/?ref_=fn_tt_tt_1",29374178,40000000,5.1,"0",0.0450391186251637,0.133332703555098,0.438356164383562
"I, Robot ",115,"Alex Proyas",295,"Will Smith",10000,"Bruce Greenwood",981,"Chi McBride",466,225,789,387632,12068,0,"humanoid robot|man versus machine|prosthetic limb|robot as pathos|robot vs. robot",1,"Color","Action|Mystery|Sci-Fi|Thriller",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0343818/?ref_=fn_tt_tt_1",144795350,120000000,7.1,"0",0.22201753344244,0.399999563999683,0.712328767123288
"Concussion ",123,"Peter Landesman",15,"Will Smith",10000,"Eddie Marsan",979,"Albert Brooks",745,219,138,44788,13371,23000,"chronic traumatic encephalopathy|concussion|football|football player|pathologist",0,"Color","Biography|Drama|Sport",2015,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt3322364/?ref_=fn_tt_tt_1",34531832,35000000,7.1,"0",0.0529474894489843,0.116666024777311,0.712328767123288
"Harry Potter and the Chamber of Secrets ",174,"Chris Columbus",0,"Daniel Radcliffe",11000,"Rupert Grint",10000,"Emma Watson",9000,232,858,387616,35672,0,"bildungsroman|flying broom|invisibility cloak|monster|wizardry",1,"Color","Adventure|Family|Fantasy|Mystery",2002,"English","UK","PG",2.35,"http://www.imdb.com/title/tt0295297/?ref_=fn_tt_tt_1",261970615,100000000,7.4,"1",0.40168554665144,0.333332848888537,0.753424657534247
"In Too Deep ",95,"Michael Rymer",48,"LL Cool J",1000,"Omar Epps",865,"Nia Long",826,28,29,4598,4837,375,"cunnilingus|oral sex|police|sex scene|undercover",1,"Color","Crime|Drama|Thriller",1999,"English","USA","R",2.35,"http://www.imdb.com/title/tt0160401/?ref_=fn_tt_tt_1",14003141,7000000,6.1,"0",0.021470290521792,0.0233326236217065,0.575342465753425
"Harry Potter and the Order of the Phoenix ",138,"David Yates",282,"Robert Pattinson",21000,"Daniel Radcliffe",11000,"Fiona Shaw",687,329,1108,355137,33433,0,"battle|magic|school|teacher|wizard",3,"Color","Adventure|Family|Fantasy|Mystery",2007,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0373889/?ref_=fn_tt_tt_1",292000866,150000000,7.5,"0",0.447731745337976,0.499999636666403,0.767123287671233
"Richard III ",104,"Richard Loncraine",12,"Robert Downey Jr.",21000,"Jim Broadbent",1000,"Kristin Scott Thomas",1000,56,88,11612,23962,0,"1930s|abuse of power|england|king|murder",3,"Color","Drama|War",1995,"English","UK","R",2.35,"http://www.imdb.com/title/tt0114279/?ref_=fn_tt_tt_1",2600000,6000000,7.5,"0",0.0039855450184463,0.0199992878661492,0.767123287671233
"The Woman in Black ",95,"James Watkins",43,"Daniel Radcliffe",11000,"Roger Allam",326,"Jessica Raine",259,462,509,139749,11946,29000,"afterlife|baby boy|bird in a cage|ghost|reunited family",0,"Color","Drama|Fantasy|Horror|Thriller",2012,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1",54322273,17000000,6.4,"0",0.0832927096198108,0.0566659811772796,0.616438356164384
"Ice Age: Continental Drift ",88,"Steve Martino",20,"Peter Dinklage",22000,"Josh Gad",1000,"Drake",916,233,139,145321,25354,14000,"acorn|herd|iceberg|ocean|pirate",0,"Color","Adventure|Animation|Comedy|Family",2012,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1667889/?ref_=fn_tt_tt_1",161317423,95000000,6.6,"0",0.24735127627634,0.31666617011075,0.643835616438356
"Teenage Mutant Ninja Turtles II: The Secret of the Ooze ",88,"Michael Pressman",34,"Kevin Nash",642,"Paige Turco",533,"Ernie Reyes Jr.",445,68,93,42765,2501,0,"chop socky|mutant|ninja|shredder|turtle",0,"Color","Action|Adventure|Comedy|Family|Sci-Fi",1991,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0103060/?ref_=fn_tt_tt_1",78656813,25000000,6,"0",0.120605520085014,0.0833326672217382,0.561643835616438
"Rock Star ",105,"Stephen Herek",65,"Beth Grant",628,"Dagmara Dominczyk",316,"Matthew Glave",108,107,191,34592,1265,0,"cover band|fired from a job|heavy metal|rock star|tribute band",0,"Color","Drama|Music",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0202470/?ref_=fn_tt_tt_1",16991902,57000000,6.2,"0",0.0260530388588795,0.189999411399572,0.589041095890411
"Without Limits ",117,"Robert Towne",162,"Billy Burke",2000,"Monica Potter",878,"Billy Crudup",745,28,57,5841,4351,942,"car crash|coach|death|oregon|university of oregon",0,"Color","Biography|Drama|Sport",1998,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0119934/?ref_=fn_tt_tt_1",777423,25000000,7.2,"0",0.00119093825130634,0.0833326672217382,0.726027397260274
"World Trade Center ",129,"Oliver Stone",0,"Nicolas Cage",12000,"Jay Hernandez",1000,"Armando Riesco",625,242,564,67395,14421,0,"based on true story|police|rescue|rubble|trapped",0,"Color","Drama|History|Thriller",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0469641/?ref_=fn_tt_tt_1",70236496,63000000,6,"0",0.107694419555564,0.209999425932916,0.561643835616438
"3000 Miles to Graceland ",125,"Demian Lichtenstein",11,"Jon Lovitz",11000,"Bokeem Woodbine",904,"Ice-T",867,113,399,38076,14536,0,"casino|elvis impersonator|gun|heist|rascal",2,"Color","Action|Comedy|Crime|Thriller",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1",15738632,42000000,5.9,"0",0.024131365962177,0.139999375066213,0.547945205479452
"Creative Control ",97,"Benjamin Dickinson",4,"Nora Zehetner",446,"Alexia Rasmussen",171,"Meredith Hagner",150,36,7,1048,928,793,"art exhibition|augmented reality|cocaine|nervous breakdown|speculative fiction",1,"Color","Drama|Sci-Fi",2015,"English","USA","R",2.39,"http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1",62480,1000000,5.5,"0",0.0000946967504427974,0.00333260908836261,0.493150684931507
"Walking and Talking ",86,"Nicole Holofcener",132,"Kevin Corrigan",778,"Anne Heche",695,"Vincent Pastore",584,18,32,2629,2400,227,"briefs|cancer|cat|cult film|friend",2,"Color","Comedy|Drama|Romance",1996,"English","UK","R",1.85,"http://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1",1277257,1000000,6.8,"0",0.00195734728579247,0.00333260908836261,0.671232876712329
"Friday the 13th Part VIII: Jason Takes Manhattan ",100,"Rob Hedden",6,"Kane Hodder",935,"Peter Mark Richman",120,"Scott Reeves",65,129,291,22961,1327,1000,"cult film|friday the thirteenth|hockey mask|jason voorhees|murder spree",0,"Color","Adventure|Horror",1989,"English","USA","R",1.85,"http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1",14343976,5000000,4.5,"0",0.0219929020753659,0.0166659521105919,0.356164383561644
"Fear and Loathing in Las Vegas ",118,"Terry Gilliam",0,"Johnny Depp",40000,"Michael Jeter",693,"Ellen Barkin",551,156,648,213226,43105,15000,"american dream|convertible|drugs|journalist|lawyer",0,"Color","Adventure|Comedy|Drama",1998,"English","USA","R",2.35,"http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1",10562387,18500000,7.7,"0",0.0161944890536159,0.0616659848106156,0.794520547945206
"Diary of the Dead ",95,"George A. Romero",0,"Megan Park",569,"Shawn Roberts",529,"Joe Dinicol",192,280,332,40800,1797,0,"barn|film student|hospital|mummy|video camera",0,"Color","Horror",2007,"English","USA","R",1.85,"http://www.imdb.com/title/tt0848557/?ref_=fn_tt_tt_1",952620,2000000,5.7,"0",0.00145957256512825,0.00666594484391992,0.52054794520548
"The Howling ",91,"Joe Dante",287,"Patrick Macnee",1000,"Robert Picardo",823,"Dee Wallace",725,161,195,22773,4438,0,"1980s|forest|lycanthrope|shapeshifting|werewolf transformation",0,"Color","Horror",1981,"English","USA","R",1.85,"http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1",17986000,1000000,6.6,"0",0.0275773162957178,0.00333260908836261,0.643835616438356
"Desperado ",104,"Robert Rodriguez",0,"Quentin Tarantino",16000,"Steve Buscemi",12000,"Salma Hayek",4000,93,202,138707,33758,0,"crushed by a car|female frontal nudity|female nudity|female rear nudity|one against many",0,"Color","Action|Crime|Thriller",1995,"English","USA","R",1.85,"http://www.imdb.com/title/tt0112851/?ref_=fn_tt_tt_1",25625110,7000000,7.2,"1",0.0392905709351248,0.0233326236217065,0.726027397260274
"Martin Lawrence Live: Runteldat ",113,"David Raynr",9,"Nancy O'Dell",71,"Mikki Padilla",65,"Dayna Devon",12,24,35,1466,159,63,"actor name in title|colon in title|four word title|live performance|satire",1,"Color","Biography|Comedy|Documentary",2002,"English","USA","R",1.85,"http://www.imdb.com/title/tt0327036/?ref_=fn_tt_tt_1",19184015,3000000,5.4,"0",0.0294142652016544,0.00999928059947723,0.479452054794521
"The Huntsman: Winter's War ",120,"Cedric Nicolas-Troyan",19,"Chris Hemsworth",26000,"Sam Claflin",11000,"Charlize Theron",9000,231,134,37750,46719,16000,"based on fairy tale|dark fantasy|fairy tale|second part|sequel",2,"Color","Action|Adventure|Drama|Fantasy",2016,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1",47952020,115000000,6.1,"0",0.0735250278471374,0.383332885221897,0.575342465753425
"The Bourne Legacy ",135,"Tony Gilroy",209,"Jeremy Renner",10000,"Scott Glenn",826,"Stacy Keach",602,436,504,229823,12175,31000,"assassin|cia|drone|pill|wolf",0,"Color","Action|Adventure|Thriller",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1194173/?ref_=fn_tt_tt_1",113165635,125000000,6.7,"0",0.173518833205518,0.41666624277747,0.657534246575343
"The Messenger ",105,"Oren Moverman",38,"Steve Buscemi",12000,"Yaya DaCosta",712,"Eamonn Walker",706,217,92,29608,14462,0,"captain|casualty notification|casualty notification team|sergeant|staff sergeant",0,"Color","Drama|Romance|War",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt0790712/?ref_=fn_tt_tt_1",66637,6500000,7.2,"0",0.000101070791337092,0.0216659557439278,0.726027397260274
"The Brothers Grimm ",118,"Terry Gilliam",0,"Matt Damon",13000,"Heath Ledger",13000,"Mackenzie Crook",871,233,492,98472,27114,0,"creature|curse|exorcism|girl|village",2,"Color","Action|Adventure|Comedy|Fantasy|Thriller",2005,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0355295/?ref_=fn_tt_tt_1",37899638,88000000,5.9,"0",0.0581114377694199,0.293332819821849,0.547945205479452
"The Chronicles of Narnia: Prince Caspian ",150,"Andrew Adamson",80,"Peter Dinklage",22000,"Pierfrancesco Favino",216,"Damián Alcázar",201,258,438,149922,22697,0,"brother brother relationship|brother sister relationship|good versus evil|king|narnia",4,"Color","Action|Adventure|Family|Fantasy",2008,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0499448/?ref_=fn_tt_tt_1",141614023,225000000,6.6,"0",0.217139518432547,0.749999818333201,0.643835616438356
"Transformers: Revenge of the Fallen ",150,"Michael Bay",0,"Glenn Morshower",894,"Kevin Dunn",581,"Ramon Rodriguez",464,366,1439,323207,3218,0,"autobot|decepticon|machine|sun|symbol",0,"Color","Action|Adventure|Sci-Fi",2009,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1055369/?ref_=fn_tt_tt_1",402076689,200000000,6,"0",0.616513991495094,0.666666424444268,0.561643835616438
"In the Cut ",113,"Jane Campion",319,"Jennifer Jason Leigh",1000,"Nick Damici",65,"Susan Gardner",48,138,354,18632,1171,656,"blow job|female rear nudity|female removes her clothes|oral sex|three of spades tattoo",0,"Color","Mystery|Thriller",2003,"English","Australia","R",1.85,"http://www.imdb.com/title/tt0199626/?ref_=fn_tt_tt_1",4717455,12000000,5.3,"0",0.00723229622408227,0.0399993023994931,0.465753424657534
"Rat Race ",112,"Jerry Zucker",109,"Corinna Harney",779,"Douglas Haase",629,"Vince Vieluf",261,103,497,93367,1823,0,"casino|locker|money|museum|race",8,"Color","Adventure|Comedy",2001,"English","Canada","PG-13",2.35,"http://www.imdb.com/title/tt0250687/?ref_=fn_tt_tt_1",56607223,48000000,6.4,"0",0.0867962854536858,0.159999389599556,0.616438356164384
"The Legend of Tarzan ",110,"David Yates",282,"Christoph Waltz",11000,"Alexander Skarsgård",10000,"Casper Crump",103,248,239,42372,21175,29000,"africa|capture|jungle|male objectification|tarzan",2,"Color","Action|Adventure|Drama|Romance",2016,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1",124051759,180000000,6.6,"0",0.190210822514241,0.599999709333122,0.643835616438356
"American Reunion ",113,"Jon Hurwitz",22,"Alyson Hannigan",3000,"Dania Ramirez",1000,"Natasha Lyonne",1000,291,181,172112,8398,39000,"bikini|female female kiss|high school reunion|outdoor sex|upskirt",7,"Color","Comedy",2012,"English","USA","R",1.85,"http://www.imdb.com/title/tt1605630/?ref_=fn_tt_tt_1",56724080,50000000,6.7,"0",0.0869754654625347,0.166666061110671,0.657534246575343
"The Adventures of Huck Finn ",108,"Stephen Sommers",208,"Curtis Armstrong",876,"Frances Conroy",827,"Anne Heche",689,14,54,6384,4840,391,"boy|lesson|mississippi river|river|slave",0,"Color","Adventure|Comedy|Drama|Family",1993,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0106223/?ref_=fn_tt_tt_1",24103594,6500000,6.2,"0",0.0369575891681478,0.0216659557439278,0.589041095890411
"Mad Money ",104,"Callie Khouri",144,"Stephen Root",939,"Ted Danson",875,"Roger Cross",290,98,54,16831,2453,687,"bank|federal reserve bank|money|security guard|shredder",3,"Color","Comedy|Crime|Thriller",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0951216/?ref_=fn_tt_tt_1",20668843,22000000,5.8,"0",0.0316909922627546,0.0733326599550662,0.534246575342466
"Tinker Tailor Soldier Spy ",127,"Tomas Alfredson",140,"Benedict Cumberbatch",19000,"Colin Firth",14000,"Gary Oldman",10000,466,517,149066,46241,24000,"cold war|hungary|mole|spy|woman on top",1,"Color","Drama|Mystery|Thriller",2011,"English","France","R",2.35,"http://www.imdb.com/title/tt1340800/?ref_=fn_tt_tt_1",24104113,20000000,7.1,"0",0.0369583849649301,0.0666659884439516,0.712328767123288
"Police Academy ",96,"Hugh Wilson",37,"Steve Guttenberg",801,"Bubba Smith",760,"Michael Winslow",542,45,133,87739,3113,0,"misfit|police|police academy|police cadet|police officer",0,"Color","Comedy",1984,"English","USA","R",1.85,"http://www.imdb.com/title/tt0087928/?ref_=fn_tt_tt_1",81200000,4500000,6.7,"0",0.124505057717883,0.0149992842328132,0.657534246575343
"Dark Shadows ",113,"Tim Burton",13000,"Johnny Depp",40000,"Chloë Grace Moretz",17000,"Christopher Lee",16000,526,479,199039,80849,82000,"camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup",7,"Color","Comedy|Fantasy|Horror",2012,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1",79711678,100000000,6.2,"0",0.122222973211778,0.333332848888537,0.589041095890411
"The SpongeBob Movie: Sponge Out of Water ",92,"Paul Tibbitt",5,"Tim Conway",870,"Billy West",861,"Eddie Deezen",726,147,133,34359,5217,16000,"book|magic|pirate|plankton|time machine",0,"Color","Adventure|Animation|Comedy|Family|Fantasy",2015,"English","USA","PG",1.85,"http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1",162495848,74000000,6,"0",0.249158187303729,0.246666119244047,0.561643835616438
"Star Trek IV: The Voyage Home ",119,"Leonard Nimoy",12000,"Leonard Nimoy",12000,"Nichelle Nichols",664,"Walter Koenig",643,106,219,61621,15449,0,"alien probe|humpback whales|probe|time travel|whale",5,"Color","Adventure|Comedy|Sci-Fi",1986,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0092007/?ref_=fn_tt_tt_1",109713132,25000000,7.3,"1",0.168225016676849,0.0833326672217382,0.73972602739726
"Lakeview Terrace ",110,"Neil LaBute",119,"Jay Hernandez",1000,"Justin Chambers",931,"Robert Pine",332,165,135,40469,2382,0,"interracial couple|lapd|male nudity|neighbor|nudity",1,"Color","Crime|Drama|Thriller",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0947802/?ref_=fn_tt_tt_1",39263506,22000000,6.1,"0",0.0602026935804423,0.0733326599550662,0.575342465753425
"The Running Man ",101,"Paul Michael Glaser",343,"Yaphet Kotto",581,"Maria Conchita Alonso",571,"Richard Dawson",384,120,226,112669,2373,0,"game of death|government conspiracy|latina|oppression|police",1,"Color","Action|Crime|Sci-Fi|Thriller",1987,"English","USA","R",1.37,"http://www.imdb.com/title/tt0093894/?ref_=fn_tt_tt_1",38122105,27000000,6.6,"0",0.0584525524568462,0.0899993387328528,0.643835616438356
"Sphinx ",118,"Franklin J. Schaffner",76,"Frank Langella",902,"William Hootkins",488,"John Gielgud",249,2,21,892,2079,106,"bat|curse|egyptologist|mummy|murder",0,"Color","Adventure|Mystery|Thriller",1981,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0083113/?ref_=fn_tt_tt_1",800000,14000000,5.2,"0",0.00122555617800118,0.0466659739106077,0.452054794520548
"Bella ",91,"Alejandro Monteverde",38,"Armando Riesco",625,"Ramon Rodriguez",464,"Eduardo Verástegui",377,60,174,9607,2747,0,"inter cultural|latino|restaurant|soccer|train",0,"Color","Drama|Romance",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0482463/?ref_=fn_tt_tt_1",8108247,3300000,7.4,"1",0.0124314896020104,0.0109992813261444,0.753424657534247
"Legend ",132,"Brian Helgeland",241,"Tom Hardy",27000,"Paul Anderson",154,"Tara Fitzgerald",151,260,174,87682,27659,43000,"1960s|based on a true story|gangster|identical twins|murder",2,"Color","Biography|Crime|Drama|History|Thriller",2015,"English","UK","R",2.35,"http://www.imdb.com/title/tt3569230/?ref_=fn_tt_tt_1",1865774,30000000,7,"0",0.00285973637046594,0.0999993459995247,0.698630136986301
"When the Cat's Away ",91,"Cédric Klapisch",82,"Simon Abkarian",75,"Zinedine Soualem",9,"Jane Bradbury",8,29,25,2843,102,166,"cat|homosexual sex|male homosexuality|neighborhood|noisy neighbor",7,"Color","Comedy|Romance",1996,"French","France","R",1.66,"http://www.imdb.com/title/tt0115856/?ref_=fn_tt_tt_1",1652472,300000,6.9,"0",0.00253267462621892,0.000999274059472481,0.684931506849315
"Bulworth ",108,"Warren Beatty",631,"Warren Beatty",631,"Kirk Baltz",199,"Graham Beckel",95,110,227,21998,1023,0,"hip hop|liberal|politics|senator|truth",1,"Color","Comedy|Drama|Romance",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0118798/?ref_=fn_tt_tt_1",26525834,30000000,6.8,"0",0.0406716754841921,0.0999993459995247,0.671232876712329
"Schindler's List ",185,"Steven Spielberg",14000,"Liam Neeson",14000,"Embeth Davidtz",795,"Caroline Goodall",212,174,1273,865020,15233,41000,"german|german soldier|jew|jewish|nazi",0," Black and White","Biography|Drama|History",1993,"English","USA","R",1.85,"http://www.imdb.com/title/tt0108052/?ref_=fn_tt_tt_1",96067179,22000000,8.9,"1",0.147301306678383,0.0733326599550662,0.958904109589041
"Life of Pi ",127,"Ang Lee",0,"Suraj Sharma",774,"Rafe Spall",358,"Tabu",341,552,755,440084,2121,122000,"animal|faith|india|journey|tiger",0,"Color","Adventure|Drama|Fantasy",2012,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1",124976634,120000000,8,"0",0.191628958446911,0.399999563999683,0.835616438356165
